line,statn_id,statn_nm,direction,time_band,day_type,headway_samples,p50_sec,p90_sec,mean_sec,std_sec,cv,over_1p5x_ratio
2호선,1002000218,종합운동장,하행,점심,평일,12,272,350,294.0,52.1,0.177,0.083
2호선,1002000218,종합운동장,하행,출근,평일,24,166,216,170.0,43.6,0.257,0.083
2호선,1002000218,종합운동장,하행,퇴근,평일,17,199,297,212.0,60.4,0.284,0.059
2호선,1002000219,삼성,상행,점심,평일,10,362,462,348.0,101.0,0.29,0.0
2호선,1002000219,삼성,상행,출근,평일,20,199,283,204.0,54.8,0.269,0.1
2호선,1002000219,삼성,상행,퇴근,평일,18,193,294,192.0,65.3,0.34,0.111
2호선,1002000219,삼성,하행,점심,평일,11,284,333,284.0,35.8,0.126,0.0
2호선,1002000219,삼성,하행,출근,평일,23,163,224,174.0,41.7,0.239,0.087
2호선,1002000219,삼성,하행,퇴근,평일,16,198,284,218.0,50.8,0.234,0.063
2호선,1002000220,선릉,상행,점심,평일,9,324,430,345.0,51.3,0.149,0.0
2호선,1002000220,선릉,상행,출근,평일,19,197,247,201.0,45.5,0.227,0.053
2호선,1002000220,선릉,상행,퇴근,평일,18,177,309,192.0,65.2,0.341,0.111
2호선,1002000220,선릉,하행,점심,평일,11,279,332,284.0,35.6,0.125,0.0
2호선,1002000220,선릉,하행,출근,평일,23,168,216,175.0,37.6,0.215,0.087
2호선,1002000220,선릉,하행,퇴근,평일,16,210,278,216.0,43.5,0.202,0.0
2호선,1002000221,역삼,상행,점심,평일,9,334,430,346.0,50.1,0.145,0.0
2호선,1002000221,역삼,상행,출근,평일,20,195,247,203.0,41.6,0.205,0.05
2호선,1002000221,역삼,상행,퇴근,평일,18,186,316,201.0,61.7,0.307,0.111
2호선,1002000221,역삼,하행,점심,평일,12,289,334,290.0,38.5,0.133,0.0
2호선,1002000221,역삼,하행,출근,평일,23,173,217,180.0,38.3,0.213,0.087
2호선,1002000221,역삼,하행,퇴근,평일,16,203,284,216.0,47.1,0.218,0.0
2호선,1002000222,강남,상행,점심,평일,10,311,415,344.0,57.6,0.168,0.0
2호선,1002000222,강남,상행,출근,평일,19,198,254,208.0,40.7,0.196,0.053
2호선,1002000222,강남,상행,퇴근,평일,18,168,271,186.0,57.1,0.307,0.111
2호선,1002000222,강남,하행,점심,평일,12,273,334,289.0,35.1,0.122,0.0
2호선,1002000222,강남,하행,출근,평일,22,167,256,181.0,38.7,0.214,0.136
2호선,1002000222,강남,하행,퇴근,평일,15,209,279,219.0,44.0,0.201,0.0
2호선,1002000223,교대,상행,점심,평일,10,318,419,344.0,54.2,0.158,0.0
2호선,1002000223,교대,상행,출근,평일,19,194,247,207.0,43.7,0.212,0.053
2호선,1002000223,교대,상행,퇴근,평일,18,169,289,192.0,55.9,0.291,0.222
2호선,1002000223,교대,하행,점심,평일,11,282,339,293.0,41.8,0.143,0.0
2호선,1002000223,교대,하행,출근,평일,22,167,258,178.0,41.8,0.235,0.136
2호선,1002000223,교대,하행,퇴근,평일,16,206,275,226.0,45.1,0.199,0.063
2호선,1002000224,서초,상행,점심,평일,9,317,448,334.0,52.1,0.156,0.0
2호선,1002000224,서초,상행,출근,평일,19,198,298,211.0,53.4,0.254,0.105
2호선,1002000224,서초,상행,퇴근,평일,18,167,269,184.0,47.8,0.26,0.111
2호선,1002000224,서초,하행,점심,평일,11,291,340,293.0,43.8,0.15,0.0
2호선,1002000224,서초,하행,출근,평일,23,174,228,176.0,37.3,0.212,0.043
2호선,1002000224,서초,하행,퇴근,평일,15,221,284,228.0,45.6,0.2,0.0
2호선,1002000225,방배,상행,점심,평일,10,315,387,340.0,50.7,0.149,0.0
2호선,1002000225,방배,상행,출근,평일,19,206,312,210.0,56.5,0.269,0.105
2호선,1002000225,방배,상행,퇴근,평일,19,164,273,181.0,56.2,0.311,0.158
2호선,1002000225,방배,하행,점심,평일,11,325,356,305.0,52.4,0.172,0.0
2호선,1002000225,방배,하행,출근,평일,23,173,208,173.0,34.1,0.197,0.0
2호선,1002000225,방배,하행,퇴근,평일,14,215,288,229.0,51.3,0.224,0.071
2호선,1002000226,사당,상행,점심,평일,10,319,375,339.0,52.4,0.154,0.0
2호선,1002000226,사당,상행,출근,평일,19,202,278,203.0,55.0,0.27,0.053
2호선,1002000226,사당,상행,퇴근,평일,20,172,235,178.0,57.0,0.32,0.1
2호선,1002000226,사당,하행,점심,평일,11,317,351,303.0,49.5,0.163,0.0
2호선,1002000226,사당,하행,출근,평일,24,172,201,171.0,32.7,0.191,0.042
2호선,1002000226,사당,하행,퇴근,평일,15,236,327,237.0,78.4,0.331,0.067
2호선,1002000227,낙성대,상행,점심,평일,9,318,465,334.0,55.7,0.167,0.0
2호선,1002000227,낙성대,상행,출근,평일,20,189,281,202.0,68.7,0.34,0.1
2호선,1002000227,낙성대,상행,퇴근,평일,19,156,294,180.0,51.2,0.284,0.105
2호선,1002000227,낙성대,하행,점심,평일,11,308,358,317.0,49.7,0.157,0.0
2호선,1002000227,낙성대,하행,출근,평일,23,171,232,170.0,42.8,0.251,0.043
2호선,1002000227,낙성대,하행,퇴근,평일,14,213,352,242.0,70.9,0.293,0.143
2호선,1002000228,서울대입구,상행,점심,평일,10,319,368,338.0,56.0,0.166,0.0
2호선,1002000228,서울대입구,상행,출근,평일,19,178,274,207.0,50.6,0.244,0.158
2호선,1002000228,서울대입구,상행,퇴근,평일,19,176,289,187.0,50.0,0.267,0.105
2호선,1002000228,서울대입구,하행,점심,평일,11,310,349,311.0,58.6,0.188,0.0
2호선,1002000228,서울대입구,하행,출근,평일,23,165,229,172.0,40.3,0.234,0.087
2호선,1002000228,서울대입구,하행,퇴근,평일,13,231,339,246.0,75.3,0.306,0.077
2호선,1002000229,봉천,상행,점심,평일,10,338,370,331.0,36.6,0.11,0.0
2호선,1002000229,봉천,상행,출근,평일,20,187,259,206.0,38.1,0.185,0.0
2호선,1002000229,봉천,상행,퇴근,평일,18,161,299,187.0,56.9,0.305,0.167
2호선,1002000229,봉천,하행,점심,평일,10,308,361,319.0,59.9,0.188,0.0
2호선,1002000229,봉천,하행,출근,평일,24,163,224,172.0,39.8,0.231,0.083
2호선,1002000229,봉천,하행,퇴근,평일,14,224,347,252.0,75.2,0.298,0.143
2호선,1002000230,신림,상행,점심,평일,10,309,358,323.0,34.7,0.108,0.0
2호선,1002000230,신림,상행,출근,평일,19,191,260,203.0,38.7,0.19,0.0
2호선,1002000230,신림,상행,퇴근,평일,19,182,287,186.0,54.9,0.294,0.105
2호선,1002000230,신림,하행,점심,평일,11,318,398,326.0,63.3,0.194,0.0
2호선,1002000230,신림,하행,출근,평일,23,167,190,168.0,33.9,0.201,0.043
2호선,1002000230,신림,하행,퇴근,평일,14,226,337,248.0,81.6,0.329,0.071
2호선,1002000231,신대방,상행,점심,평일,10,333,376,330.0,43.7,0.132,0.0
2호선,1002000231,신대방,상행,출근,평일,20,195,249,205.0,35.9,0.176,0.0
2호선,1002000231,신대방,상행,퇴근,평일,19,184,301,187.0,55.3,0.296,0.105
2호선,1002000231,신대방,하행,점심,평일,10,314,407,335.0,52.9,0.158,0.0
2호선,1002000231,신대방,하행,출근,평일,25,156,246,162.0,47.9,0.295,0.12
2호선,1002000231,신대방,하행,퇴근,평일,14,224,366,243.0,84.2,0.347,0.143
2호선,1002000232,구로디지털단지,상행,점심,평일,10,336,368,330.0,73.0,0.221,0.0
2호선,1002000232,구로디지털단지,상행,출근,평일,20,191,260,203.0,42.0,0.207,0.0
2호선,1002000232,구로디지털단지,상행,퇴근,평일,18,181,255,187.0,49.6,0.265,0.056
2호선,1002000232,구로디지털단지,하행,점심,평일,10,321,418,335.0,50.5,0.151,0.0
2호선,1002000232,구로디지털단지,하행,출근,평일,25,155,214,162.0,43.6,0.268,0.04
2호선,1002000232,구로디지털단지,하행,퇴근,평일,14,247,360,254.0,77.1,0.303,0.071
2호선,1002000233,대림,상행,점심,평일,9,350,445,333.0,72.6,0.218,0.0
2호선,1002000233,대림,상행,출근,평일,19,199,264,205.0,35.2,0.172,0.0
2호선,1002000233,대림,상행,퇴근,평일,19,180,251,192.0,50.6,0.263,0.053
2호선,1002000233,대림,하행,점심,평일,10,320,395,337.0,45.5,0.135,0.0
2호선,1002000233,대림,하행,출근,평일,25,158,208,164.0,51.2,0.312,0.04
2호선,1002000233,대림,하행,퇴근,평일,13,239,371,262.0,88.4,0.338,0.154
2호선,1002000234,신도림지선,상행,점심,평일,16,189,387,217.0,135.2,0.623,0.375
2호선,1002000234,신도림지선,상행,출근,평일,26,159,240,156.0,74.0,0.473,0.115
2호선,1002000234,신도림지선,상행,퇴근,평일,24,137,214,146.0,66.9,0.457,0.208
2호선,1002000234,신도림지선,하행,점심,평일,17,248,353,218.0,99.1,0.454,0.0
2호선,1002000234,신도림지선,하행,출근,평일,32,126,190,128.0,67.0,0.522,0.125
2호선,1002000234,신도림지선,하행,퇴근,평일,19,167,352,184.0,104.2,0.565,0.316
2호선,1002000235,문래,상행,점심,평일,9,329,491,347.0,81.5,0.235,0.0
2호선,1002000235,문래,상행,출근,평일,20,192,264,205.0,46.0,0.224,0.05
2호선,1002000235,문래,상행,퇴근,평일,16,192,308,210.0,58.7,0.28,0.125
2호선,1002000235,문래,하행,점심,평일,10,340,426,344.0,71.2,0.207,0.0
2호선,1002000235,문래,하행,출근,평일,19,184,333,212.0,66.5,0.314,0.211
2호선,1002000235,문래,하행,퇴근,평일,14,241,360,240.0,94.5,0.393,0.071
2호선,1002000236,영등포구청,상행,점심,평일,9,340,495,346.0,89.3,0.258,0.0
2호선,1002000236,영등포구청,상행,출근,평일,19,214,271,206.0,49.9,0.242,0.0
2호선,1002000236,영등포구청,상행,퇴근,평일,16,196,305,209.0,64.4,0.308,0.125
2호선,1002000236,영등포구청,하행,점심,평일,10,326,428,333.0,78.6,0.236,0.0
2호선,1002000236,영등포구청,하행,출근,평일,19,188,339,212.0,64.0,0.302,0.158
2호선,1002000236,영등포구청,하행,퇴근,평일,14,262,362,256.0,85.6,0.334,0.0
2호선,1002000237,당산,상행,점심,평일,10,341,474,351.0,86.7,0.247,0.0
2호선,1002000237,당산,상행,출근,평일,20,200,275,207.0,56.2,0.272,0.05
2호선,1002000237,당산,상행,퇴근,평일,16,190,313,211.0,61.4,0.292,0.125
2호선,1002000237,당산,하행,점심,평일,10,331,412,335.0,73.5,0.22,0.0
2호선,1002000237,당산,하행,출근,평일,19,184,306,206.0,61.1,0.297,0.158
2호선,1002000237,당산,하행,퇴근,평일,14,237,372,247.0,82.1,0.332,0.143
2호선,1002000238,합정,상행,점심,평일,9,355,493,367.0,95.3,0.26,0.0
2호선,1002000238,합정,상행,출근,평일,20,187,263,205.0,50.9,0.248,0.05
2호선,1002000238,합정,상행,퇴근,평일,16,200,327,227.0,72.6,0.32,0.125
2호선,1002000238,합정,하행,점심,평일,10,333,397,333.0,69.1,0.207,0.0
2호선,1002000238,합정,하행,출근,평일,20,176,293,207.0,60.0,0.29,0.2
2호선,1002000238,합정,하행,퇴근,평일,15,217,355,241.0,83.7,0.348,0.267
2호선,1002000239,홍대입구,상행,점심,평일,9,339,487,364.0,91.9,0.252,0.0
2호선,1002000239,홍대입구,상행,출근,평일,19,201,265,207.0,56.9,0.275,0.053
2호선,1002000239,홍대입구,상행,퇴근,평일,16,191,324,218.0,87.9,0.402,0.25
2호선,1002000239,홍대입구,하행,점심,평일,10,328,419,329.0,77.0,0.234,0.0
2호선,1002000239,홍대입구,하행,출근,평일,19,175,296,201.0,55.3,0.275,0.158
2호선,1002000239,홍대입구,하행,퇴근,평일,15,207,343,234.0,80.5,0.344,0.267
2호선,1002000240,신촌,상행,점심,평일,9,364,486,367.0,88.4,0.241,0.0
2호선,1002000240,신촌,상행,출근,평일,19,191,271,206.0,44.4,0.216,0.053
2호선,1002000240,신촌,상행,퇴근,평일,15,222,306,227.0,56.9,0.251,0.0
2호선,1002000240,신촌,하행,점심,평일,10,322,440,330.0,83.0,0.252,0.0
2호선,1002000240,신촌,하행,출근,평일,20,178,278,205.0,59.7,0.292,0.2
2호선,1002000240,신촌,하행,퇴근,평일,15,216,361,227.0,91.8,0.404,0.2
2호선,1002000241,이대,상행,점심,평일,9,350,494,368.0,98.4,0.267,0.0
2호선,1002000241,이대,상행,출근,평일,20,188,259,201.0,47.4,0.236,0.05
2호선,1002000241,이대,상행,퇴근,평일,16,209,288,225.0,53.4,0.237,0.063
2호선,1002000241,이대,하행,점심,평일,10,311,439,322.0,83.8,0.26,0.0
2호선,1002000241,이대,하행,출근,평일,20,176,278,198.0,56.9,0.287,0.15
2호선,1002000241,이대,하행,퇴근,평일,14,216,360,237.0,90.1,0.38,0.286
2호선,1002000242,아현,상행,점심,평일,9,359,485,368.0,95.9,0.261,0.0
2호선,1002000242,아현,상행,출근,평일,19,197,305,207.0,54.6,0.264,0.105
2호선,1002000242,아현,상행,퇴근,평일,15,219,287,223.0,51.3,0.231,0.0
2호선,1002000242,아현,하행,점심,평일,10,343,423,338.0,79.8,0.236,0.0
2호선,1002000242,아현,하행,출근,평일,20,175,279,197.0,58.7,0.298,0.25
2호선,1002000242,아현,하행,퇴근,평일,14,207,357,243.0,90.9,0.375,0.286
2호선,1002000243,충정로,상행,점심,평일,9,346,481,367.0,90.7,0.247,0.0
2호선,1002000243,충정로,상행,출근,평일,20,198,276,206.0,44.3,0.215,0.0
2호선,1002000243,충정로,상행,퇴근,평일,16,204,280,220.0,47.7,0.217,0.0
2호선,1002000243,충정로,하행,점심,평일,10,334,427,335.0,84.8,0.253,0.0
2호선,1002000243,충정로,하행,출근,평일,21,188,261,191.0,46.9,0.245,0.0
2호선,1002000243,충정로,하행,퇴근,평일,14,206,345,243.0,89.9,0.37,0.286
2호선,1002002111,용답,상행,점심,평일,5,588,706,591.0,73.6,0.125,0.0
2호선,1002002111,용답,상행,출근,평일,8,427,799,507.0,137.8,0.272,0.125
2호선,1002002111,용답,상행,퇴근,평일,7,440,613,486.0,98.4,0.202,0.0
2호선,1002002111,용답,하행,점심,평일,5,648,691,635.0,69.3,0.109,0.0
2호선,1002002111,용답,하행,출근,평일,8,467,623,482.0,92.7,0.193,0.0
2호선,1002002111,용답,하행,퇴근,평일,7,493,726,515.0,108.2,0.21,0.0
2호선,1002002112,신답,상행,점심,평일,5,596,700,599.0,60.8,0.101,0.0
2호선,1002002112,신답,상행,출근,평일,8,422,805,506.0,140.8,0.278,0.125
2호선,1002002112,신답,상행,퇴근,평일,6,425,604,468.0,86.8,0.186,0.0
2호선,1002002112,신답,하행,점심,평일,5,660,707,635.0,78.2,0.123,0.0
2호선,1002002112,신답,하행,출근,평일,8,465,623,482.0,93.8,0.195,0.0
2호선,1002002112,신답,하행,퇴근,평일,6,436,746,511.0,131.5,0.257,0.167
2호선,1002002113,용두,상행,점심,평일,5,583,695,596.0,61.4,0.103,0.0
2호선,1002002113,용두,상행,출근,평일,7,529,789,522.0,133.1,0.255,0.0
2호선,1002002113,용두,상행,퇴근,평일,6,431,588,469.0,78.7,0.168,0.0
2호선,1002002113,용두,하행,점심,평일,5,668,682,608.0,88.6,0.146,0.0
2호선,1002002113,용두,하행,출근,평일,7,479,621,465.0,87.8,0.189,0.0
2호선,1002002113,용두,하행,퇴근,평일,6,439,717,506.0,124.0,0.245,0.167
2호선,1002002114,신설동,상행,점심,평일,5,545,734,594.0,90.0,0.151,0.0
2호선,1002002114,신설동,상행,출근,평일,7,479,749,509.0,129.5,0.254,0.143
2호선,1002002114,신설동,상행,퇴근,평일,7,435,590,465.0,65.4,0.14,0.0
2호선,1002002114,신설동,하행,점심,평일,5,656,700,623.0,78.0,0.125,0.0
2호선,1002002114,신설동,하행,출근,평일,8,466,602,467.0,70.8,0.151,0.0
2호선,1002002114,신설동,하행,퇴근,평일,6,448,752,505.0,139.5,0.276,0.167
2호선,1002002341,도림천,상행,점심,평일,5,593,647,601.0,28.0,0.047,0.0
2호선,1002002341,도림천,상행,출근,평일,6,525,671,576.0,72.5,0.126,0.0
2호선,1002002341,도림천,상행,퇴근,평일,5,615,887,620.0,175.8,0.284,0.0
2호선,1002002341,도림천,하행,점심,평일,5,601,642,606.0,29.9,0.049,0.0
2호선,1002002341,도림천,하행,출근,평일,6,563,642,577.0,45.5,0.079,0.0
2호선,1002002341,도림천,하행,퇴근,평일,4,515,900,584.0,259.7,0.445,0.25
2호선,1002002342,양천구청,상행,점심,평일,5,600,624,597.0,26.7,0.045,0.0
2호선,1002002342,양천구청,상행,출근,평일,6,563,632,576.0,46.3,0.08,0.0
2호선,1002002342,양천구청,상행,퇴근,평일,5,614,883,613.0,178.5,0.291,0.0
2호선,1002002342,양천구청,하행,점심,평일,5,607,680,619.0,48.3,0.078,0.0
2호선,1002002342,양천구청,하행,출근,평일,6,548,675,585.0,66.4,0.114,0.0
2호선,1002002342,양천구청,하행,퇴근,평일,5,623,859,643.0,164.1,0.255,0.0
2호선,1002002343,신정네거리,상행,점심,평일,6,572,638,590.0,46.1,0.078,0.0
2호선,1002002343,신정네거리,상행,출근,평일,7,590,650,581.0,47.6,0.082,0.0
2호선,1002002343,신정네거리,상행,퇴근,평일,5,597,861,601.0,182.0,0.303,0.0
2호선,1002002343,신정네거리,하행,점심,평일,5,596,650,599.0,42.8,0.071,0.0
2호선,1002002343,신정네거리,하행,출근,평일,7,562,632,574.0,56.0,0.098,0.0
2호선,1002002343,신정네거리,하행,퇴근,평일,6,614,669,593.0,91.9,0.155,0.0
2호선,1002002344,까치산,상행,점심,평일,5,635,651,596.0,61.7,0.104,0.0
2호선,1002002344,까치산,상행,출근,평일,6,603,623,592.0,32.7,0.055,0.0
2호선,1002002344,까치산,상행,퇴근,평일,5,615,844,651.0,111.1,0.171,0.0
2호선,1002002344,까치산,하행,점심,평일,4,595,658,603.0,50.2,0.083,0.0
2호선,1002002344,까치산,하행,출근,평일,6,564,632,576.0,58.0,0.101,0.0
2호선,1002002344,까치산,하행,퇴근,평일,5,619,669,630.0,35.2,0.056,0.0
9호선,1009000901,개화,상행,점심,평일,5,626,741,645.0,54.5,0.084,0.0
9호선,1009000901,개화,상행,출근,평일,5,709,791,725.0,58.4,0.081,0.0
9호선,1009000901,개화,상행,퇴근,평일,9,683,796,694.0,62.0,0.089,0.0
9호선,1009000901,개화,하행,점심,평일,12,485,629,444.0,194.7,0.439,0.0
9호선,1009000901,개화,하행,출근,평일,9,397,719,457.0,191.3,0.418,0.333
9호선,1009000901,개화,하행,퇴근,평일,15,482,744,417.0,250.6,0.601,0.133
9호선,1009000902,김포공항,상행,점심,평일,17,305,403,320.0,54.3,0.17,0.0
9호선,1009000902,김포공항,상행,출근,평일,12,262,458,319.0,101.4,0.318,0.333
9호선,1009000902,김포공항,상행,퇴근,평일,20,303,420,324.0,78.7,0.243,0.05
9호선,1009000902,김포공항,하행,점심,평일,19,221,506,283.0,149.9,0.53,0.368
9호선,1009000902,김포공항,하행,출근,평일,18,208,367,222.0,99.5,0.449,0.167
9호선,1009000902,김포공항,하행,퇴근,평일,30,187,302,211.0,67.8,0.321,0.2
9호선,1009000903,공항시장,상행,점심,평일,16,342,496,349.0,148.0,0.424,0.063
9호선,1009000903,공항시장,상행,출근,평일,12,236,537,321.0,139.2,0.434,0.333
9호선,1009000903,공항시장,상행,퇴근,평일,18,248,519,325.0,121.2,0.373,0.333
9호선,1009000903,공항시장,하행,점심,평일,18,292,404,292.0,93.2,0.319,0.0
9호선,1009000903,공항시장,하행,출근,평일,18,220,290,207.0,62.5,0.301,0.0
9호선,1009000903,공항시장,하행,퇴근,평일,29,228,328,220.0,87.1,0.395,0.069
9호선,1009000904,신방화,상행,점심,평일,16,206,530,324.0,155.2,0.48,0.5
9호선,1009000904,신방화,상행,출근,평일,13,183,612,306.0,204.8,0.67,0.462
9호선,1009000904,신방화,상행,퇴근,평일,20,218,538,322.0,175.5,0.545,0.45
9호선,1009000904,신방화,하행,점심,평일,20,243,444,290.0,108.2,0.373,0.3
9호선,1009000904,신방화,하행,출근,평일,18,194,259,207.0,46.8,0.226,0.056
9호선,1009000904,신방화,하행,퇴근,평일,30,200,257,207.0,46.5,0.225,0.033
9호선,1009000905,마곡나루,상행,점심,평일,16,175,553,298.0,170.7,0.573,0.438
9호선,1009000905,마곡나루,상행,출근,평일,13,176,588,302.0,193.1,0.639,0.462
9호선,1009000905,마곡나루,상행,퇴근,평일,19,176,573,309.0,179.7,0.582,0.421
9호선,1009000905,마곡나루,하행,점심,평일,20,207,475,285.0,141.7,0.497,0.35
9호선,1009000905,마곡나루,하행,출근,평일,19,181,342,204.0,86.9,0.426,0.263
9호선,1009000905,마곡나루,하행,퇴근,평일,31,203,258,204.0,51.9,0.254,0.032
9호선,1009000906,양천향교,상행,점심,평일,16,93,639,288.0,247.5,0.861,0.438
9호선,1009000906,양천향교,상행,출근,평일,12,86,638,316.0,272.8,0.865,0.5
9호선,1009000906,양천향교,상행,퇴근,평일,19,106,675,306.0,263.3,0.862,0.474
9호선,1009000906,양천향교,하행,점심,평일,19,239,528,296.0,154.1,0.521,0.368
9호선,1009000906,양천향교,하행,출근,평일,19,176,309,203.0,82.5,0.407,0.158
9호선,1009000906,양천향교,하행,퇴근,평일,31,204,271,198.0,67.8,0.342,0.032
9호선,1009000907,가양,상행,점심,평일,18,109,647,296.0,262.9,0.887,0.444
9호선,1009000907,가양,상행,출근,평일,12,108,604,298.0,245.1,0.824,0.5
9호선,1009000907,가양,상행,퇴근,평일,19,148,670,303.0,254.6,0.839,0.474
9호선,1009000907,가양,하행,점심,평일,18,154,602,291.0,230.8,0.794,0.444
9호선,1009000907,가양,하행,출근,평일,21,88,354,198.0,157.9,0.799,0.476
9호선,1009000907,가양,하행,퇴근,평일,31,139,341,199.0,133.4,0.669,0.484
9호선,1009000908,증미,상행,점심,평일,17,195,569,311.0,206.5,0.663,0.471
9호선,1009000908,증미,상행,출근,평일,12,232,543,314.0,231.0,0.737,0.417
9호선,1009000908,증미,상행,퇴근,평일,21,307,570,320.0,220.3,0.688,0.286
9호선,1009000908,증미,하행,점심,평일,18,114,575,290.0,234.2,0.806,0.444
9호선,1009000908,증미,하행,출근,평일,19,132,341,188.0,118.9,0.632,0.474
9호선,1009000908,증미,하행,퇴근,평일,31,244,347,204.0,125.2,0.615,0.065
9호선,1009000909,등촌,상행,점심,평일,17,259,498,313.0,140.1,0.447,0.412
9호선,1009000909,등촌,상행,출근,평일,13,270,501,296.0,113.6,0.384,0.154
9호선,1009000909,등촌,상행,퇴근,평일,19,296,524,321.0,159.6,0.497,0.316
9호선,1009000909,등촌,하행,점심,평일,18,174,516,287.0,162.1,0.564,0.444
9호선,1009000909,등촌,하행,출근,평일,20,186,241,194.0,45.7,0.235,0.05
9호선,1009000909,등촌,하행,퇴근,평일,31,182,271,201.0,59.6,0.296,0.097
9호선,1009000910,염창,상행,점심,평일,16,257,505,326.0,144.1,0.442,0.438
9호선,1009000910,염창,상행,출근,평일,13,279,526,295.0,138.7,0.47,0.231
9호선,1009000910,염창,상행,퇴근,평일,20,265,498,292.0,152.6,0.523,0.3
9호선,1009000910,염창,하행,점심,평일,19,233,502,303.0,126.4,0.417,0.368
9호선,1009000910,염창,하행,출근,평일,20,207,234,194.0,52.9,0.273,0.0
9호선,1009000910,염창,하행,퇴근,평일,31,194,241,203.0,37.6,0.185,0.032
9호선,1009000911,신목동,상행,점심,평일,15,330,467,332.0,94.5,0.285,0.0
9호선,1009000911,신목동,상행,출근,평일,14,282,478,290.0,117.0,0.403,0.143
9호선,1009000911,신목동,상행,퇴근,평일,21,287,441,293.0,109.1,0.372,0.143
9호선,1009000911,신목동,하행,점심,평일,17,243,486,309.0,130.1,0.421,0.412
9호선,1009000911,신목동,하행,출근,평일,21,207,235,194.0,42.1,0.217,0.0
9호선,1009000911,신목동,하행,퇴근,평일,32,195,250,202.0,39.4,0.195,0.031
9호선,1009000912,선유도,상행,점심,평일,17,355,400,337.0,49.0,0.146,0.0
9호선,1009000912,선유도,상행,출근,평일,13,317,407,305.0,90.2,0.296,0.0
9호선,1009000912,선유도,상행,퇴근,평일,20,302,384,294.0,87.1,0.296,0.0
9호선,1009000912,선유도,하행,점심,평일,17,290,444,325.0,112.8,0.346,0.176
9호선,1009000912,선유도,하행,출근,평일,21,183,290,188.0,87.1,0.463,0.19
9호선,1009000912,선유도,하행,퇴근,평일,31,228,272,204.0,62.8,0.308,0.0
9호선,1009000913,당산,상행,점심,평일,17,349,407,332.0,62.4,0.188,0.0
9호선,1009000913,당산,상행,출근,평일,13,284,399,291.0,86.9,0.299,0.077
9호선,1009000913,당산,상행,퇴근,평일,22,317,374,295.0,80.4,0.273,0.0
9호선,1009000913,당산,하행,점심,평일,17,333,369,311.0,67.1,0.215,0.0
9호선,1009000913,당산,하행,출근,평일,21,99,364,188.0,140.5,0.749,0.476
9호선,1009000913,당산,하행,퇴근,평일,32,153,341,201.0,121.9,0.607,0.469
9호선,1009000914,국회의사당,상행,점심,평일,16,316,447,336.0,73.8,0.219,0.063
9호선,1009000914,국회의사당,상행,출근,평일,14,332,436,284.0,142.0,0.5,0.0
9호선,1009000914,국회의사당,상행,퇴근,평일,22,282,435,286.0,118.0,0.412,0.136
9호선,1009000914,국회의사당,하행,점심,평일,17,321,385,312.0,65.9,0.211,0.0
9호선,1009000914,국회의사당,하행,출근,평일,21,184,296,192.0,87.3,0.455,0.19
9호선,1009000914,국회의사당,하행,퇴근,평일,31,190,311,207.0,88.7,0.429,0.226
9호선,1009000915,여의도,상행,점심,평일,17,310,442,331.0,72.9,0.22,0.059
9호선,1009000915,여의도,상행,출근,평일,14,318,431,281.0,161.1,0.573,0.071
9호선,1009000915,여의도,상행,퇴근,평일,21,303,422,287.0,123.2,0.43,0.0
9호선,1009000915,여의도,하행,점심,평일,18,320,418,308.0,107.1,0.348,0.056
9호선,1009000915,여의도,하행,출근,평일,21,82,370,183.0,137.5,0.752,0.476
9호선,1009000915,여의도,하행,퇴근,평일,31,101,377,201.0,154.0,0.767,0.484
9호선,1009000916,샛강,상행,점심,평일,14,375,678,385.0,181.5,0.472,0.143
9호선,1009000916,샛강,상행,출근,평일,11,285,540,321.0,149.6,0.466,0.273
9호선,1009000916,샛강,상행,퇴근,평일,18,278,651,316.0,188.0,0.595,0.222
9호선,1009000916,샛강,하행,점심,평일,17,305,426,322.0,105.9,0.328,0.059
9호선,1009000916,샛강,하행,출근,평일,21,121,315,187.0,98.0,0.525,0.429
9호선,1009000916,샛강,하행,퇴근,평일,31,129,326,201.0,107.6,0.536,0.419
9호선,1009000917,노량진,상행,점심,평일,17,237,501,324.0,134.4,0.415,0.471
9호선,1009000917,노량진,상행,출근,평일,15,242,386,252.0,127.5,0.506,0.267
9호선,1009000917,노량진,상행,퇴근,평일,23,298,487,284.0,156.4,0.551,0.174
9호선,1009000917,노량진,하행,점심,평일,17,215,493,305.0,152.2,0.499,0.412
9호선,1009000917,노량진,하행,출근,평일,21,141,314,194.0,98.1,0.506,0.381
9호선,1009000917,노량진,하행,퇴근,평일,32,142,390,213.0,116.7,0.548,0.438
9호선,1009000918,노들,상행,점심,평일,14,196,603,342.0,201.7,0.589,0.5
9호선,1009000918,노들,상행,출근,평일,14,236,557,267.0,141.4,0.529,0.143
9호선,1009000918,노들,상행,퇴근,평일,21,310,554,313.0,190.6,0.609,0.238
9호선,1009000918,노들,하행,점심,평일,18,227,476,300.0,129.2,0.43,0.389
9호선,1009000918,노들,하행,출근,평일,21,128,322,184.0,102.3,0.555,0.381
9호선,1009000918,노들,하행,퇴근,평일,29,133,435,223.0,135.0,0.604,0.448
9호선,1009000919,흑석,상행,점심,평일,14,97,665,311.0,273.2,0.88,0.429
9호선,1009000919,흑석,상행,출근,평일,16,212,388,242.0,135.4,0.56,0.188
