line,statn_id,statn_nm,direction,time_band,day_type,headway_samples,p50_sec,p90_sec,mean_sec,std_sec,cv,over_1p5x_ratio
1호선,1001000154,동암,하행,점심,평일,6,296,660,396.0,220.6,0.557,0.5
1호선,1001000154,동암,하행,출근,평일,13,352,595,314.0,217.0,0.691,0.154
1호선,1001000154,동암,하행,퇴근,평일,13,206,510,266.0,177.4,0.667,0.385
1호선,1001000155,간석,상행,점심,평일,3,759,875,728.0,165.2,0.227,0.0
1호선,1001000155,간석,상행,출근,평일,7,473,677,506.0,105.8,0.209,0.0
1호선,1001000155,간석,상행,퇴근,평일,6,446,703,507.0,172.4,0.34,0.167
1호선,1001000155,간석,하행,점심,평일,4,455,740,522.0,221.4,0.424,0.25
1호선,1001000155,간석,하행,출근,평일,5,471,677,504.0,131.8,0.262,0.0
1호선,1001000155,간석,하행,퇴근,평일,5,399,811,410.0,254.7,0.622,0.2
1호선,1001000156,주안,상행,점심,평일,5,471,871,430.0,303.5,0.705,0.2
1호선,1001000156,주안,상행,출근,평일,15,290,449,257.0,178.1,0.692,0.2
1호선,1001000156,주안,상행,퇴근,평일,13,330,411,251.0,166.6,0.664,0.077
1호선,1001000156,주안,하행,점심,평일,6,382,863,474.0,303.4,0.64,0.5
1호선,1001000156,주안,하행,출근,평일,13,257,531,283.0,202.4,0.716,0.231
1호선,1001000156,주안,하행,퇴근,평일,12,126,522,272.0,207.3,0.761,0.5
1호선,1001000157,도화,상행,점심,평일,2,547,687,617.0,99.0,0.16,0.0
1호선,1001000157,도화,상행,출근,평일,7,502,655,507.0,91.3,0.18,0.0
1호선,1001000157,도화,상행,퇴근,평일,5,556,729,563.0,104.8,0.186,0.0
1호선,1001000157,도화,하행,점심,평일,3,647,741,540.0,271.4,0.503,0.0
1호선,1001000157,도화,하행,출근,평일,6,408,742,493.0,150.2,0.305,0.167
1호선,1001000157,도화,하행,퇴근,평일,3,390,446,338.0,140.8,0.416,0.0
1호선,1001000158,제물포,상행,점심,평일,6,367,867,413.0,306.0,0.74,0.333
1호선,1001000158,제물포,상행,출근,평일,13,224,447,267.0,147.3,0.551,0.462
1호선,1001000158,제물포,상행,퇴근,평일,13,281,421,260.0,154.6,0.594,0.077
1호선,1001000158,제물포,하행,점심,평일,6,497,748,473.0,294.4,0.623,0.167
1호선,1001000158,제물포,하행,출근,평일,16,216,486,256.0,184.5,0.72,0.313
1호선,1001000158,제물포,하행,퇴근,평일,12,222,463,251.0,171.0,0.682,0.417
1호선,1001000159,도원,상행,점심,평일,2,488,717,603.0,161.9,0.269,0.0
1호선,1001000159,도원,상행,출근,평일,6,449,612,494.0,73.3,0.148,0.0
1호선,1001000159,도원,상행,퇴근,평일,4,517,694,560.0,128.1,0.229,0.0
1호선,1001000159,도원,하행,점심,평일,3,636,764,550.0,268.1,0.488,0.0
1호선,1001000159,도원,하행,출근,평일,7,464,892,552.0,204.6,0.371,0.286
1호선,1001000159,도원,하행,퇴근,평일,4,391,530,384.0,135.2,0.352,0.0
1호선,1001000160,동인천,상행,점심,평일,5,267,415,241.0,136.5,0.566,0.2
1호선,1001000160,동인천,상행,출근,평일,15,291,459,269.0,150.5,0.559,0.133
1호선,1001000160,동인천,상행,퇴근,평일,13,290,427,263.0,192.8,0.733,0.077
1호선,1001000160,동인천,하행,점심,평일,7,480,888,452.0,283.4,0.626,0.143
1호선,1001000160,동인천,하행,출근,평일,12,269,422,305.0,152.4,0.5,0.25
1호선,1001000160,동인천,하행,퇴근,평일,12,223,454,258.0,176.7,0.685,0.5
1호선,1001000161,인천,상행,점심,평일,2,248,621,435.0,263.8,0.607,0.5
1호선,1001000161,인천,상행,출근,평일,7,473,897,547.0,178.9,0.327,0.143
1호선,1001000161,인천,상행,퇴근,평일,5,378,543,395.0,112.6,0.285,0.0
1호선,1001000161,인천,하행,점심,평일,2,241,645,443.0,285.7,0.645,0.5
1호선,1001000161,인천,하행,출근,평일,6,426,636,476.0,84.9,0.178,0.0
1호선,1001000161,인천,하행,퇴근,평일,5,390,528,388.0,100.1,0.258,0.0
1호선,1001080142,가산디지털단지,상행,점심,평일,7,529,866,508.0,234.5,0.462,0.143
1호선,1001080142,가산디지털단지,상행,출근,평일,11,257,565,339.0,156.0,0.461,0.273
1호선,1001080142,가산디지털단지,상행,퇴근,평일,7,469,554,456.0,120.4,0.264,0.0
1호선,1001080142,가산디지털단지,하행,점심,평일,8,234,818,329.0,219.2,0.667,0.25
1호선,1001080142,가산디지털단지,하행,출근,평일,11,252,588,378.0,211.7,0.559,0.364
1호선,1001080142,가산디지털단지,하행,퇴근,평일,8,281,585,347.0,114.5,0.33,0.125
1호선,1001080143,독산,상행,점심,평일,3,602,694,619.0,68.5,0.111,0.0
1호선,1001080143,독산,상행,출근,평일,10,243,600,350.0,193.1,0.553,0.3
1호선,1001080143,독산,상행,퇴근,평일,6,434,573,433.0,138.9,0.321,0.0
1호선,1001080143,독산,하행,점심,평일,5,475,898,499.0,251.3,0.504,0.2
1호선,1001080143,독산,하행,출근,평일,8,275,859,386.0,217.6,0.563,0.375
1호선,1001080143,독산,하행,퇴근,평일,7,390,599,401.0,117.4,0.293,0.143
1호선,1001080144,금천구청,상행,점심,평일,3,569,722,611.0,96.7,0.158,0.0
1호선,1001080144,금천구청,상행,출근,평일,13,288,625,316.0,199.1,0.63,0.308
1호선,1001080144,금천구청,상행,퇴근,평일,7,421,585,430.0,130.1,0.302,0.0
1호선,1001080144,금천구청,하행,점심,평일,6,404,855,490.0,213.0,0.435,0.167
1호선,1001080144,금천구청,하행,출근,평일,9,290,843,362.0,193.8,0.535,0.222
1호선,1001080144,금천구청,하행,퇴근,평일,9,296,603,309.0,137.5,0.445,0.111
1호선,1001080145,석수,상행,점심,평일,4,562,731,634.0,109.1,0.172,0.0
1호선,1001080145,석수,상행,출근,평일,8,309,774,474.0,215.9,0.456,0.5
1호선,1001080145,석수,상행,퇴근,평일,6,450,629,484.0,137.5,0.284,0.0
1호선,1001080145,석수,하행,점심,평일,4,201,714,424.0,265.4,0.626,0.5
1호선,1001080145,석수,하행,출근,평일,7,349,861,466.0,274.8,0.59,0.286
1호선,1001080145,석수,하행,퇴근,평일,6,377,628,464.0,138.8,0.299,0.333
1호선,1001080146,관악,상행,점심,평일,3,719,740,669.0,104.7,0.156,0.0
1호선,1001080146,관악,상행,출근,평일,9,303,742,446.0,204.9,0.459,0.444
1호선,1001080146,관악,상행,퇴근,평일,6,376,643,477.0,136.8,0.287,0.5
1호선,1001080146,관악,하행,점심,평일,5,287,650,382.0,204.7,0.536,0.4
1호선,1001080146,관악,하행,출근,평일,7,335,881,466.0,271.3,0.582,0.286
1호선,1001080146,관악,하행,퇴근,평일,6,538,806,538.0,186.8,0.347,0.0
1호선,1001080147,안양,상행,점심,평일,6,522,716,527.0,162.3,0.308,0.0
1호선,1001080147,안양,상행,출근,평일,9,300,711,385.0,171.2,0.444,0.222
1호선,1001080147,안양,상행,퇴근,평일,7,397,655,448.0,154.5,0.345,0.143
1호선,1001080147,안양,하행,점심,평일,7,287,568,317.0,118.7,0.374,0.143
1호선,1001080147,안양,하행,출근,평일,10,307,525,396.0,197.3,0.499,0.3
1호선,1001080147,안양,하행,퇴근,평일,9,315,840,391.0,248.9,0.636,0.333
1호선,1001080148,명학,상행,점심,평일,3,686,803,669.0,142.7,0.213,0.0
1호선,1001080148,명학,상행,출근,평일,8,322,722,435.0,217.0,0.499,0.375
1호선,1001080148,명학,상행,퇴근,평일,7,466,685,477.0,139.5,0.292,0.0
1호선,1001080148,명학,하행,점심,평일,5,270,634,383.0,192.1,0.502,0.4
1호선,1001080148,명학,하행,출근,평일,8,372,862,501.0,249.2,0.498,0.375
1호선,1001080148,명학,하행,퇴근,평일,6,551,847,544.0,201.6,0.37,0.167
1호선,1001080149,금정,상행,점심,평일,5,514,702,497.0,199.6,0.402,0.0
1호선,1001080149,금정,상행,출근,평일,9,289,643,389.0,165.0,0.424,0.444
1호선,1001080149,금정,상행,퇴근,평일,8,386,682,436.0,171.9,0.395,0.25
1호선,1001080149,금정,하행,점심,평일,7,290,517,319.0,101.9,0.319,0.143
1호선,1001080149,금정,하행,출근,평일,10,258,505,374.0,209.2,0.559,0.4
1호선,1001080149,금정,하행,퇴근,평일,8,290,835,429.0,230.8,0.538,0.375
1호선,1001080150,군포,상행,점심,평일,2,440,500,470.0,42.4,0.09,0.0
1호선,1001080150,군포,상행,출근,평일,9,412,693,464.0,188.1,0.406,0.333
1호선,1001080150,군포,상행,퇴근,평일,7,460,704,477.0,145.7,0.306,0.143
1호선,1001080150,군포,하행,점심,평일,4,240,514,319.0,136.1,0.426,0.25
1호선,1001080150,군포,하행,출근,평일,7,297,706,378.0,173.6,0.46,0.286
1호선,1001080150,군포,하행,퇴근,평일,6,583,720,563.0,145.4,0.258,0.0
1호선,1001080151,당정,상행,점심,평일,2,463,464,464.0,0.7,0.002,0.0
1호선,1001080151,당정,상행,출근,평일,8,408,692,448.0,183.5,0.409,0.375
1호선,1001080151,당정,상행,퇴근,평일,7,458,638,471.0,136.3,0.29,0.0
1호선,1001080151,당정,하행,점심,평일,4,234,608,393.0,189.3,0.482,0.5
1호선,1001080151,당정,하행,출근,평일,6,240,577,362.0,159.4,0.44,0.5
1호선,1001080151,당정,하행,퇴근,평일,4,271,598,408.0,216.7,0.532,0.5
1호선,1001080152,의왕,상행,점심,평일,2,446,470,458.0,17.0,0.037,0.0
1호선,1001080152,의왕,상행,출근,평일,7,405,600,421.0,126.5,0.301,0.0
1호선,1001080152,의왕,상행,퇴근,평일,7,435,625,467.0,138.5,0.297,0.0
1호선,1001080152,의왕,하행,점심,평일,3,239,489,312.0,154.1,0.494,0.333
1호선,1001080152,의왕,하행,출근,평일,9,394,893,411.0,230.0,0.56,0.222
1호선,1001080152,의왕,하행,퇴근,평일,7,284,767,414.0,222.8,0.538,0.429
1호선,1001080153,성균관대,상행,점심,평일,7,450,876,504.0,248.2,0.492,0.286
1호선,1001080153,성균관대,상행,출근,평일,8,436,797,503.0,203.6,0.405,0.25
1호선,1001080153,성균관대,상행,퇴근,평일,6,405,642,438.0,133.7,0.305,0.167
1호선,1001080153,성균관대,하행,점심,평일,6,235,721,397.0,211.8,0.533,0.5
1호선,1001080153,성균관대,하행,출근,평일,9,284,649,335.0,161.4,0.482,0.333
1호선,1001080153,성균관대,하행,퇴근,평일,6,243,780,382.0,235.8,0.617,0.333
1호선,1001080154,화서,상행,점심,평일,3,447,456,446.0,10.5,0.024,0.0
1호선,1001080154,화서,상행,출근,평일,4,383,510,395.0,104.3,0.264,0.0
1호선,1001080154,화서,상행,퇴근,평일,7,446,657,453.0,141.0,0.311,0.0
1호선,1001080154,화서,하행,점심,평일,3,242,479,301.0,156.7,0.52,0.333
1호선,1001080154,화서,하행,출근,평일,7,438,659,403.0,176.7,0.439,0.143
1호선,1001080154,화서,하행,퇴근,평일,3,310,546,351.0,178.5,0.509,0.333
1호선,1001080155,수원,상행,점심,평일,7,391,819,451.0,213.9,0.475,0.286
1호선,1001080155,수원,상행,출근,평일,8,465,708,471.0,153.4,0.326,0.125
1호선,1001080155,수원,상행,퇴근,평일,7,444,656,459.0,141.4,0.308,0.0
1호선,1001080155,수원,하행,점심,평일,6,288,679,362.0,174.0,0.481,0.333
1호선,1001080155,수원,하행,출근,평일,8,276,618,355.0,143.0,0.403,0.375
1호선,1001080155,수원,하행,퇴근,평일,7,318,602,364.0,147.4,0.405,0.286
1호선,1001080156,세류,상행,점심,평일,3,443,851,567.0,246.9,0.436,0.333
1호선,1001080156,세류,상행,출근,평일,8,406,645,473.0,121.2,0.257,0.25
1호선,1001080156,세류,상행,퇴근,평일,7,429,602,449.0,117.7,0.262,0.0
1호선,1001080156,세류,하행,점심,평일,4,252,637,375.0,193.9,0.517,0.5
1호선,1001080156,세류,하행,출근,평일,7,461,669,457.0,180.1,0.394,0.0
1호선,1001080156,세류,하행,퇴근,평일,4,236,871,419.0,305.0,0.728,0.25
1호선,1001080157,병점,상행,점심,평일,8,391,870,447.0,215.1,0.481,0.25
1호선,1001080157,병점,상행,출근,평일,9,478,744,446.0,175.5,0.393,0.111
1호선,1001080157,병점,상행,퇴근,평일,8,418,613,400.0,183.4,0.459,0.0
1호선,1001080157,병점,하행,점심,평일,8,305,631,329.0,142.8,0.434,0.125
1호선,1001080157,병점,하행,출근,평일,10,254,482,347.0,168.2,0.485,0.4
1호선,1001080157,병점,하행,퇴근,평일,7,384,460,364.0,84.2,0.231,0.0
1호선,1001080158,세마,상행,출근,평일,2,542,825,684.0,200.1,0.293,0.5
1호선,1001080158,세마,상행,퇴근,평일,2,296,871,584.0,406.6,0.697,0.5
1호선,1001080158,세마,하행,점심,평일,1,470,470,470.0,,,0.0
1호선,1001080158,세마,하행,출근,평일,2,478,694,586.0,152.7,0.261,0.0
1호선,1001080159,오산대,상행,출근,평일,1,543,543,543.0,,,0.0
1호선,1001080159,오산대,상행,퇴근,평일,2,299,850,575.0,389.6,0.678,0.5
1호선,1001080159,오산대,하행,점심,평일,1,478,478,478.0,,,0.0
1호선,1001080159,오산대,하행,출근,평일,2,490,697,594.0,146.4,0.247,0.0
1호선,1001080159,오산대,하행,퇴근,평일,1,723,723,723.0,,,0.0
1호선,1001080160,오산,상행,점심,평일,2,245,822,534.0,408.0,0.765,0.5
1호선,1001080160,오산,상행,출근,평일,5,553,702,467.0,207.7,0.445,0.0
1호선,1001080160,오산,상행,퇴근,평일,3,898,900,688.0,366.0,0.532,0.0
1호선,1001080160,오산,하행,점심,평일,3,476,551,424.0,158.9,0.375,0.0
1호선,1001080160,오산,하행,출근,평일,5,551,698,569.0,88.3,0.155,0.0
1호선,1001080160,오산,하행,퇴근,평일,3,643,743,647.0,94.1,0.145,0.0
1호선,1001080161,진위,상행,출근,평일,3,711,868,712.0,156.0,0.219,0.0
1호선,1001080161,진위,상행,퇴근,평일,2,282,873,578.0,417.9,0.724,0.5
1호선,1001080161,진위,하행,점심,평일,1,492,492,492.0,,,0.0
1호선,1001080161,진위,하행,출근,평일,2,509,699,604.0,134.4,0.222,0.0
1호선,1001080161,진위,하행,퇴근,평일,1,724,724,724.0,,,0.0
1호선,1001080162,송탄,상행,출근,평일,3,653,880,694.0,169.3,0.244,0.0
1호선,1001080162,송탄,상행,퇴근,평일,2,835,894,865.0,41.7,0.048,0.0
1호선,1001080162,송탄,하행,점심,평일,2,326,463,395.0,96.9,0.246,0.0
1호선,1001080162,송탄,하행,출근,평일,1,673,673,673.0,,,0.0
1호선,1001080162,송탄,하행,퇴근,평일,1,746,746,746.0,,,0.0
1호선,1001080163,서정리,상행,점심,평일,2,392,698,545.0,216.4,0.397,0.5
1호선,1001080163,서정리,상행,출근,평일,4,424,534,452.0,71.0,0.157,0.0
1호선,1001080163,서정리,상행,퇴근,평일,1,517,517,517.0,,,0.0
1호선,1001080163,서정리,하행,점심,평일,4,317,787,482.0,222.8,0.462,0.5
1호선,1001080163,서정리,하행,출근,평일,4,649,716,622.0,131.7,0.212,0.0
1호선,1001080163,서정리,하행,퇴근,평일,3,797,851,777.0,86.3,0.111,0.0
1호선,1001080164,지제,상행,점심,평일,1,605,605,605.0,,,0.0
1호선,1001080164,지제,상행,출근,평일,2,524,889,707.0,258.1,0.365,0.5
1호선,1001080164,지제,하행,점심,평일,1,379,379,379.0,,,0.0
1호선,1001080164,지제,하행,퇴근,평일,1,679,679,679.0,,,0.0
1호선,1001080165,평택,상행,점심,평일,2,588,638,613.0,35.4,0.058,0.0
1호선,1001080165,평택,상행,출근,평일,4,459,592,478.0,107.3,0.225,0.0
1호선,1001080165,평택,상행,퇴근,평일,2,422,594,508.0,121.6,0.239,0.0
1호선,1001080165,평택,하행,점심,평일,4,373,720,484.0,164.7,0.34,0.25
1호선,1001080165,평택,하행,출근,평일,3,646,756,580.0,217.2,0.375,0.0
1호선,1001080165,평택,하행,퇴근,평일,4,690,849,657.0,277.4,0.422,0.0
1호선,1001080166,성환,상행,점심,평일,1,601,601,601.0,,,0.0
1호선,1001080166,성환,상행,출근,평일,3,521,594,481.0,137.4,0.286,0.0
1호선,1001080166,성환,상행,퇴근,평일,2,454,574,514.0,84.9,0.165,0.0
1호선,1001080166,성환,하행,점심,평일,4,404,700,481.0,157.4,0.327,0.25
1호선,1001080166,성환,하행,출근,평일,3,307,608,368.0,215.6,0.585,0.333
1호선,1001080166,성환,하행,퇴근,평일,5,694,860,671.0,199.1,0.297,0.0
1호선,1001080167,직산,상행,점심,평일,2,622,788,705.0,117.4,0.166,0.0
1호선,1001080167,직산,상행,출근,평일,1,522,522,522.0,,,0.0
1호선,1001080167,직산,하행,점심,평일,1,448,448,448.0,,,0.0
1호선,1001080167,직산,하행,퇴근,평일,1,648,648,648.0,,,0.0
1호선,1001080168,두정,상행,점심,평일,3,832,890,765.0,169.4,0.221,0.0
1호선,1001080168,두정,상행,출근,평일,4,571,878,607.0,244.1,0.402,0.25
1호선,1001080168,두정,상행,퇴근,평일,3,765,774,643.0,218.6,0.34,0.0
1호선,1001080168,두정,하행,점심,평일,4,413,713,495.0,149.4,0.302,0.25
1호선,1001080168,두정,하행,출근,평일,3,307,733,436.0,257.6,0.59,0.333
1호선,1001080168,두정,하행,퇴근,평일,4,650,777,642.0,180.6,0.281,0.0
1호선,1001080169,천안,상행,점심,평일,3,383,859,463.0,363.1,0.785,0.333
1호선,1001080169,천안,상행,출근,평일,3,603,833,563.0,292.6,0.52,0.0
1호선,1001080169,천안,상행,퇴근,평일,2,15,295,155.0,198.0,1.277,0.5
1호선,1001080169,천안,하행,점심,평일,3,471,756,561.0,168.7,0.301,0.333
1호선,1001080169,천안,하행,출근,평일,2,325,634,480.0,218.5,0.456,0.5
1호선,1001080169,천안,하행,퇴근,평일,4,654,784,628.0,194.7,0.31,0.0
1호선,1001080176,신창,하행,퇴근,평일,1,885,885,885.0,,,0.0
1호선,1001801571,서동탄,상행,출근,평일,1,660,660,660.0,,,0.0
1호선,1001801571,서동탄,상행,퇴근,평일,1,719,719,719.0,,,0.0
1호선,1001801571,서동탄,하행,출근,평일,1,633,633,633.0,,,0.0
1호선,1001801571,서동탄,하행,퇴근,평일,1,689,689,689.0,,,0.0
2호선,1002000201,시청,상행,점심,평일,9,409,478,376.0,90.2,0.24,0.0
2호선,1002000201,시청,상행,출근,평일,19,200,288,206.0,50.2,0.244,0.053
2호선,1002000201,시청,상행,퇴근,평일,15,206,292,217.0,66.7,0.307,0.067
2호선,1002000201,시청,하행,점심,평일,11,341,407,319.0,91.4,0.287,0.0
2호선,1002000201,시청,하행,출근,평일,21,181,260,190.0,47.2,0.249,0.0
2호선,1002000201,시청,하행,퇴근,평일,14,239,351,251.0,86.7,0.346,0.071
2호선,1002000202,을지로입구,상행,점심,평일,9,394,475,375.0,90.4,0.241,0.0
2호선,1002000202,을지로입구,상행,출근,평일,20,198,283,205.0,57.9,0.282,0.05
2호선,1002000202,을지로입구,상행,퇴근,평일,16,204,278,219.0,65.6,0.3,0.063
2호선,1002000202,을지로입구,하행,점심,평일,10,344,408,334.0,72.0,0.216,0.0
2호선,1002000202,을지로입구,하행,출근,평일,21,190,254,191.0,49.9,0.262,0.0
2호선,1002000202,을지로입구,하행,퇴근,평일,14,243,336,250.0,79.2,0.317,0.071
2호선,1002000203,을지로3가,상행,점심,평일,9,389,490,375.0,94.9,0.253,0.0
2호선,1002000203,을지로3가,상행,출근,평일,19,201,290,213.0,61.1,0.287,0.053
2호선,1002000203,을지로3가,상행,퇴근,평일,16,201,275,218.0,69.5,0.318,0.063
2호선,1002000203,을지로3가,하행,점심,평일,11,345,411,332.0,73.3,0.221,0.0
2호선,1002000203,을지로3가,하행,출근,평일,21,180,238,183.0,39.2,0.214,0.048
2호선,1002000203,을지로3가,하행,퇴근,평일,14,249,342,243.0,81.5,0.335,0.071
2호선,1002000204,을지로4가,상행,점심,평일,8,389,477,388.0,87.2,0.225,0.0
2호선,1002000204,을지로4가,상행,출근,평일,19,210,281,211.0,61.8,0.293,0.053
2호선,1002000204,을지로4가,상행,퇴근,평일,16,202,254,212.0,72.2,0.341,0.063
2호선,1002000204,을지로4가,하행,점심,평일,10,303,419,328.0,73.8,0.225,0.0
2호선,1002000204,을지로4가,하행,출근,평일,22,177,222,180.0,38.4,0.213,0.045
2호선,1002000204,을지로4가,하행,퇴근,평일,14,253,355,243.0,86.6,0.357,0.0
2호선,1002000205,동대문역사문화공원,상행,점심,평일,9,411,474,395.0,86.3,0.219,0.0
2호선,1002000205,동대문역사문화공원,상행,출근,평일,19,215,286,212.0,59.5,0.281,0.053
2호선,1002000205,동대문역사문화공원,상행,퇴근,평일,16,207,252,216.0,78.4,0.363,0.063
2호선,1002000205,동대문역사문화공원,하행,점심,평일,10,292,413,327.0,76.9,0.235,0.1
2호선,1002000205,동대문역사문화공원,하행,출근,평일,22,173,220,180.0,38.2,0.212,0.045
2호선,1002000205,동대문역사문화공원,하행,퇴근,평일,14,238,359,239.0,80.6,0.337,0.143
2호선,1002000206,신당,상행,점심,평일,8,419,486,412.0,67.3,0.163,0.0
2호선,1002000206,신당,상행,출근,평일,19,213,296,218.0,60.5,0.278,0.053
2호선,1002000206,신당,상행,퇴근,평일,16,201,247,215.0,82.8,0.386,0.063
2호선,1002000206,신당,하행,점심,평일,11,300,396,324.0,69.9,0.216,0.091
2호선,1002000206,신당,하행,출근,평일,22,176,222,184.0,33.3,0.181,0.045
2호선,1002000206,신당,하행,퇴근,평일,15,243,352,232.0,87.8,0.378,0.0
2호선,1002000207,상왕십리,상행,점심,평일,8,407,481,411.0,63.6,0.155,0.0
2호선,1002000207,상왕십리,상행,출근,평일,18,221,270,219.0,50.4,0.23,0.0
2호선,1002000207,상왕십리,상행,퇴근,평일,16,198,289,215.0,83.4,0.389,0.063
2호선,1002000207,상왕십리,하행,점심,평일,10,292,402,319.0,67.9,0.213,0.1
2호선,1002000207,상왕십리,하행,출근,평일,21,180,224,185.0,35.4,0.191,0.0
2호선,1002000207,상왕십리,하행,퇴근,평일,15,243,335,227.0,82.8,0.365,0.0
2호선,1002000208,왕십리,상행,점심,평일,8,355,473,395.0,59.4,0.15,0.0
2호선,1002000208,왕십리,상행,출근,평일,18,216,279,222.0,44.6,0.201,0.0
2호선,1002000208,왕십리,상행,퇴근,평일,17,187,318,203.0,101.0,0.497,0.118
2호선,1002000208,왕십리,하행,점심,평일,10,297,378,317.0,62.6,0.198,0.1
2호선,1002000208,왕십리,하행,출근,평일,22,179,255,190.0,37.6,0.198,0.0
2호선,1002000208,왕십리,하행,퇴근,평일,15,210,347,227.0,77.9,0.344,0.133
2호선,1002000209,한양대,상행,점심,평일,8,363,481,393.0,68.4,0.174,0.0
2호선,1002000209,한양대,상행,출근,평일,19,228,282,216.0,56.2,0.26,0.0
2호선,1002000209,한양대,상행,퇴근,평일,17,186,282,202.0,91.4,0.452,0.118
2호선,1002000209,한양대,하행,점심,평일,11,299,372,316.0,63.1,0.2,0.091
2호선,1002000209,한양대,하행,출근,평일,22,181,244,185.0,39.5,0.213,0.0
2호선,1002000209,한양대,하행,퇴근,평일,15,200,348,226.0,78.4,0.347,0.267
2호선,1002000210,뚝섬,상행,점심,평일,8,365,489,395.0,66.6,0.169,0.0
2호선,1002000210,뚝섬,상행,출근,평일,18,200,266,217.0,42.5,0.196,0.0
2호선,1002000210,뚝섬,상행,퇴근,평일,17,178,267,206.0,75.8,0.369,0.059
2호선,1002000210,뚝섬,하행,점심,평일,11,311,379,315.0,43.4,0.138,0.0
2호선,1002000210,뚝섬,하행,출근,평일,22,177,253,182.0,39.8,0.218,0.045
2호선,1002000210,뚝섬,하행,퇴근,평일,15,198,321,219.0,69.4,0.316,0.2
2호선,1002000211,성수지선,상행,점심,평일,24,95,364,152.0,126.8,0.832,0.375
2호선,1002000211,성수지선,상행,출근,평일,41,94,158,95.0,45.3,0.475,0.146
2호선,1002000211,성수지선,상행,퇴근,평일,42,82,154,86.0,49.7,0.576,0.167
2호선,1002000211,성수지선,하행,점심,평일,21,149,272,156.0,92.3,0.593,0.286
2호선,1002000211,성수지선,하행,출근,평일,37,91,196,110.0,68.7,0.626,0.351
2호선,1002000211,성수지선,하행,퇴근,평일,27,95,301,131.0,89.2,0.682,0.333
2호선,1002000212,건대입구,상행,점심,평일,8,407,484,400.0,64.4,0.161,0.0
2호선,1002000212,건대입구,상행,출근,평일,19,207,296,211.0,47.5,0.225,0.0
2호선,1002000212,건대입구,상행,퇴근,평일,19,168,256,187.0,51.5,0.275,0.105
2호선,1002000212,건대입구,하행,점심,평일,11,325,393,311.0,64.7,0.208,0.0
2호선,1002000212,건대입구,하행,출근,평일,22,159,266,182.0,54.7,0.301,0.136
2호선,1002000212,건대입구,하행,퇴근,평일,16,185,303,216.0,63.1,0.292,0.188
2호선,1002000213,구의,상행,점심,평일,9,393,497,389.0,70.0,0.18,0.0
2호선,1002000213,구의,상행,출근,평일,19,204,299,211.0,50.6,0.24,0.0
2호선,1002000213,구의,상행,퇴근,평일,19,175,262,187.0,52.4,0.28,0.053
2호선,1002000213,구의,하행,점심,평일,10,280,350,300.0,58.3,0.194,0.0
2호선,1002000213,구의,하행,출근,평일,23,169,270,179.0,46.0,0.258,0.13
2호선,1002000213,구의,하행,퇴근,평일,15,185,305,215.0,68.0,0.317,0.2
2호선,1002000214,강변,상행,점심,평일,9,392,488,388.0,69.3,0.179,0.0
2호선,1002000214,강변,상행,출근,평일,19,199,298,208.0,51.8,0.249,0.053
2호선,1002000214,강변,상행,퇴근,평일,18,170,270,193.0,62.1,0.322,0.222
2호선,1002000214,강변,하행,점심,평일,11,320,355,304.0,56.1,0.184,0.0
2호선,1002000214,강변,하행,출근,평일,23,162,216,173.0,38.6,0.223,0.087
2호선,1002000214,강변,하행,퇴근,평일,16,194,313,221.0,70.3,0.319,0.188
2호선,1002000215,잠실나루,상행,점심,평일,9,401,487,386.0,72.5,0.188,0.0
2호선,1002000215,잠실나루,상행,출근,평일,20,200,275,208.0,48.3,0.233,0.0
2호선,1002000215,잠실나루,상행,퇴근,평일,18,173,270,189.0,58.8,0.312,0.167
2호선,1002000215,잠실나루,하행,점심,평일,11,322,361,307.0,57.8,0.188,0.0
2호선,1002000215,잠실나루,하행,출근,평일,24,171,201,170.0,40.0,0.235,0.042
2호선,1002000215,잠실나루,하행,퇴근,평일,16,178,315,212.0,71.9,0.34,0.25
2호선,1002000216,잠실,상행,점심,평일,9,368,504,388.0,74.5,0.192,0.0
2호선,1002000216,잠실,상행,출근,평일,20,199,302,204.0,63.9,0.314,0.15
2호선,1002000216,잠실,상행,퇴근,평일,19,178,276,186.0,61.1,0.328,0.105
2호선,1002000216,잠실,하행,점심,평일,11,267,351,292.0,47.1,0.162,0.0
2호선,1002000216,잠실,하행,출근,평일,24,164,216,170.0,38.6,0.227,0.042
2호선,1002000216,잠실,하행,퇴근,평일,17,180,306,212.0,63.8,0.301,0.235
2호선,1002000217,잠실새내,상행,점심,평일,9,364,507,362.0,93.1,0.257,0.0
2호선,1002000217,잠실새내,상행,출근,평일,19,203,303,210.0,57.6,0.274,0.053
2호선,1002000217,잠실새내,상행,퇴근,평일,19,173,283,186.0,67.8,0.366,0.105
2호선,1002000217,잠실새내,하행,점심,평일,11,290,358,292.0,49.1,0.168,0.0
2호선,1002000217,잠실새내,하행,출근,평일,23,163,221,171.0,40.1,0.234,0.087
2호선,1002000217,잠실새내,하행,퇴근,평일,16,180,297,211.0,64.3,0.305,0.25
2호선,1002000218,종합운동장,상행,점심,평일,9,365,506,369.0,80.6,0.218,0.0
2호선,1002000218,종합운동장,상행,출근,평일,19,195,295,206.0,52.2,0.253,0.105
2호선,1002000218,종합운동장,상행,퇴근,평일,18,177,290,192.0,61.9,0.323,0.111
